user_id,username,password,category,length,entropy
450,bethgarza,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
451,douglas01,PurpleTiger!482,strong,15,9.839100782707153
452,phillipsjames,correct-horse-battery-staple,passphrase,28,20.330032012866745
453,keith11,password123,weak,11,2.775246259740236
454,turnerandrew,qwerty123,weak,9,2.342422680822206
455,grantchris,PurpleTiger!482,strong,15,9.839100782707153
456,jrose,VI?2|.\IDFYqN({!,random,16,16.0
457,michael20,password,weak,8,0.47712125471966244
458,chris66,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
459,phayes,football2025,weak,12,5.352825441221973
460,robinsondaisy,correct-horse-battery-staple,passphrase,28,20.330032012866745
461,biancachavez,Mountain-River-Sky-92,strong,21,14.635330912608127
462,amy07,Bhutan@123,medium,10,8.153364183393595
463,weaverjames,Mountain-River-Sky-92,strong,21,14.635330912608127
464,bmcdowell,correct-horse-battery-staple,passphrase,28,20.330032012866745
465,jjones,PurpleTiger!482,strong,15,9.839100782707153
466,cassandrahenderson,(Q;BX:'2NJI2o$KE,random,16,16.0
467,nicole92,CyberDefense#2026,strong,17,12.72541311582026
468,dreeves,Bhutan@123,medium,10,8.153364183393595
469,deborahbowers,'CaG$Tgv~;kB\a?a,random,16,16.0
470,sarahreed,PurpleTiger!482,strong,15,9.839100782707153
471,brandi23,CyberDefense#2026,strong,17,12.72541311582026
472,maria06,football2025,weak,12,5.352825441221973
473,pbell,Mountain-River-Sky-92,strong,21,14.635330912608127
474,nicoleperry,CyberDefense#2026,strong,17,12.72541311582026
475,paulcoleman,"3Ixt()ub?z?0""Wa}",random,16,16.0
476,isanchez,PurpleTiger!482,strong,15,9.839100782707153
477,dillongina,CyberDefense#2026,strong,17,12.72541311582026
478,dmatthews,Denyel2005!,medium,11,9.531478917042254
479,nunezrobert,"I?|FoLl|PGPa""PlE",random,16,16.0
480,silvakathleen,football2025,weak,12,5.352825441221973
481,vaughnrobert,password123,weak,11,2.775246259740236
482,linda85,password,weak,8,0.47712125471966244
483,lisa24,password123,weak,11,2.775246259740236
484,tayloramy,password,weak,8,0.47712125471966244
485,timothy81,Denyel2005!,medium,11,9.531478917042254
486,nmarshall,Denyel2005!,medium,11,9.531478917042254
487,jesusperry,CyberDefense#2026,strong,17,12.72541311582026
488,danieldickerson,Summer2026!,medium,11,7.441066406639263
489,crosbylaurie,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
490,stephanie79,Mountain-River-Sky-92,strong,21,14.635330912608127
491,cohengarrett,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
492,williamrosales,Gbw)#Zz;LddSs}%},random,16,16.0
493,otorres,"m7F/!J9,M<e+*G{{",random,16,16.0
494,stephanie37,:CKm*KnQM89JSOR;,random,16,16.0
495,hollywalker,>U0A~OHseSoA{k`_,random,16,16.0
496,ericoliver,CyberDefense#2026,strong,17,12.72541311582026
497,walkerzachary,password,weak,8,0.47712125471966244
498,twoods,Summer2026!,medium,11,7.441066406639263
499,rhondacopeland,CyberDefense#2026,strong,17,12.72541311582026
500,ashleymathews,Coffee#99,medium,9,5.7795964912578235
501,obryant,123456,weak,6,0.30102999566398114
502,matthew65,Summer2026!,medium,11,7.441066406639263
503,ashleycraig,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
504,loweryheather,correct-horse-battery-staple,passphrase,28,20.330032012866745
505,megan79,CyberDefense#2026,strong,17,12.72541311582026
506,vsmith,football2025,weak,12,5.352825441221973
507,brownchristopher,Denyel2005!,medium,11,9.531478917042254
508,wallssandy,Mountain-River-Sky-92,strong,21,14.635330912608127
509,kmarsh,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
510,jacobmoody,Bhutan@123,medium,10,8.153364183393595
511,brandywheeler,password123,weak,11,2.775246259740236
512,sarah44,CyberDefense#2026,strong,17,12.72541311582026
513,amy27,admin123,weak,8,3.8599784416420206
514,holmesdebbie,qwerty123,weak,9,2.342422680822206
515,kevin69,Mountain-River-Sky-92,strong,21,14.635330912608127
516,rodrigueztonya,CyberDefense#2026,strong,17,12.72541311582026
517,shansen,Mountain-River-Sky-92,strong,21,14.635330912608127
518,sarah96,CyberDefense#2026,strong,17,12.72541311582026
519,greenedaniel,"?1""V/\n20t{]ByCq",random,16,16.0
520,william66,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
521,gary51,PurpleTiger!482,strong,15,9.839100782707153
522,turnererin,Denyel2005!,medium,11,9.531478917042254
523,katherineberger,"(`$w""MQ5=wV?tC^?",random,16,16.0
524,farrellsheryl,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
525,charlesfinley,PurpleTiger!482,strong,15,9.839100782707153
526,sharonholt,\`;J|Gk[yB-_F[#S,random,16,16.0
527,blake20,password123,weak,11,2.775246259740236
528,kjordan,CyberDefense#2026,strong,17,12.72541311582026
529,daydavid,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
530,barrettamy,password,weak,8,0.47712125471966244
531,amy77,Coffee#99,medium,9,5.7795964912578235
532,inorris,CyberDefense#2026,strong,17,12.72541311582026
533,brenda22,+K(n?Ed{XZAJXb!H,random,16,16.0
534,hdean,"8xk-y|u~,FrpQnDi",random,16,16.0
535,walkerthomas,",+}Cdfaqw81{.W:N",random,16,16.0
536,ann37,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
537,lisakerr,correct-horse-battery-staple,passphrase,28,20.330032012866745
538,russoleah,123456,weak,6,0.30102999566398114
539,qperez,xOKb|#F695Q0p{Et,random,16,16.0
540,edwardsshari,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
541,molly34,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
542,christophersingh,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
543,preid,JdL[_+jE5[.8'A^F,random,16,16.0
544,robertthompson,"G[,f9s1#?&yx?tU5",random,16,16.0
545,ehurst,PurpleTiger!482,strong,15,9.839100782707153
546,emma56,password123,weak,11,2.775246259740236
547,robertdixon,qwerty123,weak,9,2.342422680822206
548,itaylor,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
549,brandon24,Denyel2005!,medium,11,9.531478917042254
550,belindasmith,Coffee#99,medium,9,5.7795964912578235
551,cynthiareed,Summer2026!,medium,11,7.441066406639263
552,michele67,\(wgEh8mu0M;K['o,random,16,16.0
553,hnichols,Coffee#99,medium,9,5.7795964912578235
554,rmorgan,/U'^x]KUf6geB2Us,random,16,16.0
555,barbaradaniel,Bhutan@123,medium,10,8.153364183393595
556,wreed,PurpleTiger!482,strong,15,9.839100782707153
557,nicholas32,PurpleTiger!482,strong,15,9.839100782707153
558,tony77,RPc;:UJT2}r>D+].,random,16,16.0
559,fromero,password,weak,8,0.47712125471966244
560,christine11,CyberDefense#2026,strong,17,12.72541311582026
561,nicolerichards,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
562,fthomas,admin123,weak,8,3.8599784416420206
563,tina13,correct-horse-battery-staple,passphrase,28,20.330032012866745
564,wangchristopher,PurpleTiger!482,strong,15,9.839100782707153
565,hernandezterri,Mountain-River-Sky-92,strong,21,14.635330912608127
566,awebb,=#}_m_58HVfJakwG,random,16,16.0
567,whitechristopher,"t],|`2B[hYRc^{2b",random,16,16.0
568,gonzalezkaren,"XkL!W$rvq{""K{2i<",random,16,16.0
569,jessica02,correct-horse-battery-staple,passphrase,28,20.330032012866745
570,lisakaufman,CyberDefense#2026,strong,17,12.72541311582026
571,mitchellelizabeth,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
572,dcervantes,a:ezaCv):hu:b%?V,random,16,16.0
573,christophersimmons,correct-horse-battery-staple,passphrase,28,20.330032012866745
574,susanedwards,password,weak,8,0.47712125471966244
575,emilyglenn,admin123,weak,8,3.8599784416420206
576,vrodriguez,correct-horse-battery-staple,passphrase,28,20.330032012866745
577,griffithbeth,qwerty123,weak,9,2.342422680822206
578,juanacosta,Mountain-River-Sky-92,strong,21,14.635330912608127
579,wellsjames,correct-horse-battery-staple,passphrase,28,20.330032012866745
580,aprilbarnes,#bsB9KCAs[{?5t2U,random,16,16.0
581,elliottdonald,qwerty123,weak,9,2.342422680822206
582,uvillanueva,ddUB02LLMBZ@+?U4,random,16,16.0
583,nchan,Coffee#99,medium,9,5.7795964912578235
584,walkersheila,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
585,kjohnson,football2025,weak,12,5.352825441221973
586,hernandezvictoria,PurpleTiger!482,strong,15,9.839100782707153
587,millerdaniel,admin123,weak,8,3.8599784416420206
588,reneemyers,"c8axy+/>,]S)%E9V",random,16,16.0
589,adam16,o}[C!/^%rB';G+CH,random,16,16.0
590,fordkendra,Coffee#99,medium,9,5.7795964912578235
591,pmyers,correct-horse-battery-staple,passphrase,28,20.330032012866745
592,robert72,hP_ypT`.blD-x$&H,random,16,16.0
593,rachelrogers,}aa/OM7zST*tvjkh,random,16,16.0
594,housecraig,Denyel2005!,medium,11,9.531478917042254
595,williamsonmarilyn,123456,weak,6,0.30102999566398114
596,andre57,"UUBl-w#?75""\Q5^[",random,16,16.0
597,gjohnson,admin123,weak,8,3.8599784416420206
598,uphillips,football2025,weak,12,5.352825441221973
599,shannonweaver,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
600,cfowler,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
601,jacobsmatthew,PurpleTiger!482,strong,15,9.839100782707153
602,jennifermercado,correct-horse-battery-staple,passphrase,28,20.330032012866745
603,hrubio,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
604,david12,PurpleTiger!482,strong,15,9.839100782707153
605,bzamora,Summer2026!,medium,11,7.441066406639263
606,cartershane,Mountain-River-Sky-92,strong,21,14.635330912608127
607,johnmayo,PurpleTiger!482,strong,15,9.839100782707153
608,jmyers,correct-horse-battery-staple,passphrase,28,20.330032012866745
609,stewartjack,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
610,mallen,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
611,micheal25,password,weak,8,0.47712125471966244
612,janetchavez,"fe2,]vN480R8<2wT",random,16,16.0
613,fsmith,123456,weak,6,0.30102999566398114
614,kennethwilliams,123456,weak,6,0.30102999566398114
615,harringtonmonica,admin123,weak,8,3.8599784416420206
616,iwoodward,123456,weak,6,0.30102999566398114
617,maria50,correct-horse-battery-staple,passphrase,28,20.330032012866745
618,dvalencia,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
619,jenniferlandry,Bhutan@123,medium,10,8.153364183393595
620,katelyn50,CyberDefense#2026,strong,17,12.72541311582026
621,jaimesuarez,pG~`p_YcpDj(xl~u,random,16,16.0
622,ggrant,correct-horse-battery-staple,passphrase,28,20.330032012866745
623,westsheila,C47Cn4P~ja1k~oym,random,16,16.0
624,eric69,~gR|LJP178]'r(^Q,random,16,16.0
625,joan98,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
626,julieortiz,qwerty123,weak,9,2.342422680822206
627,cabrerastacey,123456,weak,6,0.30102999566398114
628,ashley06,PurpleTiger!482,strong,15,9.839100782707153
629,hmartinez,Coffee#99,medium,9,5.7795964912578235
630,hlopez,PurpleTiger!482,strong,15,9.839100782707153
631,beanveronica,CyberDefense#2026,strong,17,12.72541311582026
632,sdiaz,password123,weak,11,2.775246259740236
633,qwilson,password123,weak,11,2.775246259740236
634,troyhogan,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
635,bhawkins,"t9#1""|(?3iONkI76",random,16,16.0
636,tuckerwilliam,football2025,weak,12,5.352825441221973
637,jeffrey91,EnS1u*z~rA`^r|C0,random,16,16.0
638,robertsrobert,admin123,weak,8,3.8599784416420206
639,david99,Denyel2005!,medium,11,9.531478917042254
640,jmoreno,correct-horse-battery-staple,passphrase,28,20.330032012866745
641,hchavez,qwerty123,weak,9,2.342422680822206
642,fwalker,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
643,kelly05,"PwxwpR^1?9""1gI64",random,16,16.0
644,lawsonlaura,Mountain-River-Sky-92,strong,21,14.635330912608127
645,gregory82,qwerty123,weak,9,2.342422680822206
646,richard29,Mountain-River-Sky-92,strong,21,14.635330912608127
647,estewart,CyberDefense#2026,strong,17,12.72541311582026
648,normankatie,password,weak,8,0.47712125471966244
649,kgarcia,123456,weak,6,0.30102999566398114
650,sjohnson,football2025,weak,12,5.352825441221973
651,katherinecaldwell,"c)1*3T,X./A=6%X}",random,16,16.0
652,bradfordjennifer,Mountain-River-Sky-92,strong,21,14.635330912608127
653,kaylavillarreal,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
654,samantha08,"]~q9N~96/$@(J@,E",random,16,16.0
655,bjohnson,password123,weak,11,2.775246259740236
656,kgreen,HB%VIM0`a@Z.s^>L,random,16,16.0
657,adelgado,football2025,weak,12,5.352825441221973
658,patrickbranch,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
659,markgreen,Mountain-River-Sky-92,strong,21,14.635330912608127
660,ronaldalexander,CyberDefense#2026,strong,17,12.72541311582026
661,clarkmichael,123456,weak,6,0.30102999566398114
662,kidddalton,qwerty123,weak,9,2.342422680822206
663,sharon29,Denyel2005!,medium,11,9.531478917042254
664,annamcdowell,Coffee#99,medium,9,5.7795964912578235
665,beverly32,password,weak,8,0.47712125471966244
666,tiffanygreene,PurpleTiger!482,strong,15,9.839100782707153
667,nicolewilson,PurpleTiger!482,strong,15,9.839100782707153
668,hendersonnichole,qwerty123,weak,9,2.342422680822206
669,kathrynsmith,"""r^e6,BJ`&*gHrcf",random,16,16.0
670,mooremark,qwerty123,weak,9,2.342422680822206
671,seanprice,football2025,weak,12,5.352825441221973
672,ginapayne,}.>^`#Ep;{\4#u[',random,16,16.0
673,rebeccaturner,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
674,jeffrey21,Denyel2005!,medium,11,9.531478917042254
675,conniegoodman,Summer2026!,medium,11,7.441066406639263
676,jonathan78,5vOZCq67~N#0f#BD,random,16,16.0
677,dawnmckinney,Mountain-River-Sky-92,strong,21,14.635330912608127
678,ubryant,qwerty123,weak,9,2.342422680822206
679,proth,[D.Il*WEhO)$~nLp,random,16,16.0
680,scottblanchard,CyberDefense#2026,strong,17,12.72541311582026
681,hannahskinner,6SE2Ci<J)I[8KO?H,random,16,16.0
682,autumn00,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
683,richardbass,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
684,joshuarobertson,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
685,jordankyle,Mountain-River-Sky-92,strong,21,14.635330912608127
686,hicksjustin,CyberDefense#2026,strong,17,12.72541311582026
687,floresnicole,Coffee#99,medium,9,5.7795964912578235
688,cynthia12,football2025,weak,12,5.352825441221973
689,walkerchristopher,PurpleTiger!482,strong,15,9.839100782707153
690,nstein,Mountain-River-Sky-92,strong,21,14.635330912608127
691,zsimmons,Denyel2005!,medium,11,9.531478917042254
692,vford,123456,weak,6,0.30102999566398114
693,laurensmith,labz{bSiXtCvo\By,random,16,16.0
694,sanchezwilliam,PurpleTiger!482,strong,15,9.839100782707153
695,rprice,Summer2026!,medium,11,7.441066406639263
696,reeseleonard,Denyel2005!,medium,11,9.531478917042254
697,pdennis,Bhutan@123,medium,10,8.153364183393595
698,john29,O']}+?xn6R7Q_>]p,random,16,16.0
699,john89,Mountain-River-Sky-92,strong,21,14.635330912608127
700,markcoleman,CyberDefense#2026,strong,17,12.72541311582026
701,lindsayshort,Summer2026!,medium,11,7.441066406639263
702,zgordon,correct-horse-battery-staple,passphrase,28,20.330032012866745
703,sarahwilliams,"Sg#`HmZrL7=x%,*|",random,16,16.0
704,tammywilson,-?]^x[INCk[~/}ft,random,16,16.0
705,villakimberly,tJV:f3V`03qYm]8<,random,16,16.0
706,dana07,Coffee#99,medium,9,5.7795964912578235
707,oortiz,password123,weak,11,2.775246259740236
708,elizabethwoods,}siUK~f|!gStTfTN,random,16,16.0
709,amorrow,"[dN?d)_w)/W""7qy-",random,16,16.0
710,tmartinez,Mountain-River-Sky-92,strong,21,14.635330912608127
711,lindsayrodriguez,Bhutan@123,medium,10,8.153364183393595
712,acowan,U2p9M>t&ot|a+I8A,random,16,16.0
713,larrywalker,CyberDefense#2026,strong,17,12.72541311582026
714,randyanthony,correct-horse-battery-staple,passphrase,28,20.330032012866745
715,vflores,password123,weak,11,2.775246259740236
716,moorejesse,password123,weak,11,2.775246259740236
717,ygoodwin,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
718,alexandersilva,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
719,hberry,admin123,weak,8,3.8599784416420206
720,morgancarl,Z:TLLnw`~&?Q>sv*,random,16,16.0
721,brownlisa,"/[%*j>N_3q,h)D0A",random,16,16.0
722,harmonjohn,Mountain-River-Sky-92,strong,21,14.635330912608127
723,racosta,'_-=}S]Es1km--W6,random,16,16.0
724,mitchellandrea,Mountain-River-Sky-92,strong,21,14.635330912608127
725,jamesalvarez,Summer2026!,medium,11,7.441066406639263
726,pwilliams,correct-horse-battery-staple,passphrase,28,20.330032012866745
727,rcarey,CyberDefense#2026,strong,17,12.72541311582026
728,ujones,6w$a:o'L}3sVg7~y,random,16,16.0
729,wilsonkari,XrQ;Y$S~|ZUk$<O$,random,16,16.0
730,hamiltonnatalie,"*_b""Iqx""gU>'~^W""",random,16,16.0
731,shannondalton,"^6_\w?9f+!@""B/u5",random,16,16.0
732,amber71,PurpleTiger!482,strong,15,9.839100782707153
733,rhawkins,Mountain-River-Sky-92,strong,21,14.635330912608127
734,yolson,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
735,danamathis,PurpleTiger!482,strong,15,9.839100782707153
736,amanda17,123456,weak,6,0.30102999566398114
737,timothysparks,qwerty123,weak,9,2.342422680822206
738,timothy25,password123,weak,11,2.775246259740236
739,phyllisfisher,CyberDefense#2026,strong,17,12.72541311582026
740,ifisher,correct-horse-battery-staple,passphrase,28,20.330032012866745
741,bergadam,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
742,wardrobert,2&-ZXd29]*r`=fC`,random,16,16.0
743,todd76,correct-horse-battery-staple,passphrase,28,20.330032012866745
744,wrivera,football2025,weak,12,5.352825441221973
745,williamslee,PurpleTiger!482,strong,15,9.839100782707153
746,howardmelissa,Bhutan@123,medium,10,8.153364183393595
747,vargasmonica,Summer2026!,medium,11,7.441066406639263
748,manningjessica,Coffee#99,medium,9,5.7795964912578235
749,jonesmartin,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
750,phiggins,Summer2026!,medium,11,7.441066406639263
751,jasonharrison,password,weak,8,0.47712125471966244
752,walterhoover,admin123,weak,8,3.8599784416420206
753,wcooper,1=zH3dO@q^odQA4<,random,16,16.0
754,abigailparker,V\ya&ufBP'in{8]-,random,16,16.0
755,novakrobert,PurpleTiger!482,strong,15,9.839100782707153
756,michelle40,correct-horse-battery-staple,passphrase,28,20.330032012866745
757,amy51,correct-horse-battery-staple,passphrase,28,20.330032012866745
758,vramos,#|?.!^yBF|.i5\|_,random,16,16.0
759,john77,PurpleTiger!482,strong,15,9.839100782707153
760,scottthomas,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
761,cartergregory,correct-horse-battery-staple,passphrase,28,20.330032012866745
762,bcarpenter,password,weak,8,0.47712125471966244
763,williammurphy,football2025,weak,12,5.352825441221973
764,xmullen,Summer2026!,medium,11,7.441066406639263
765,christophermartin,PurpleTiger!482,strong,15,9.839100782707153
766,xgutierrez,qwerty123,weak,9,2.342422680822206
767,mark09,123456,weak,6,0.30102999566398114
768,jessicareynolds,Bhutan@123,medium,10,8.153364183393595
769,jessicaburns,Summer2026!,medium,11,7.441066406639263
770,jclark,k8~ga.|u?9Y:@Pdu,random,16,16.0
771,beckycarroll,123456,weak,6,0.30102999566398114
772,ecastillo,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
773,milesmelissa,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
774,qmontgomery,123456,weak,6,0.30102999566398114
775,alvarezjocelyn,/h9$D\AcQO=b*m%2,random,16,16.0
776,dlove,Mountain-River-Sky-92,strong,21,14.635330912608127
777,rcox,7p0&:p}\zq#m0l#q,random,16,16.0
778,josephlittle,=PvbNPc8G.5H@x6&,random,16,16.0
779,elliskelly,password123,weak,11,2.775246259740236
780,james80,CyberDefense#2026,strong,17,12.72541311582026
781,rachel00,$>UBDXCN6#;6LI2t,random,16,16.0
782,phyllis75,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
783,christopherjames,correct-horse-battery-staple,passphrase,28,20.330032012866745
784,angela60,football2025,weak,12,5.352825441221973
785,iansmith,Summer2026!,medium,11,7.441066406639263
786,johnsonjeff,admin123,weak,8,3.8599784416420206
787,williamjones,Summer2026!,medium,11,7.441066406639263
788,rogerstaylor,password123,weak,11,2.775246259740236
789,kathleenaguilar,correct-horse-battery-staple,passphrase,28,20.330032012866745
790,ian07,8U>a=*E4TUpPNe{x,random,16,16.0
791,jenniferlam,Mountain-River-Sky-92,strong,21,14.635330912608127
792,gregorykaiser,i(a<P!)u(NR~94[*,random,16,16.0
793,stevenrodriguez,football2025,weak,12,5.352825441221973
794,conniemartinez,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
795,hdougherty,Summer2026!,medium,11,7.441066406639263
796,carolyn30,Summer2026!,medium,11,7.441066406639263
797,brandonsimmons,Mountain-River-Sky-92,strong,21,14.635330912608127
798,jaythompson,(~l{_T0-]_rseWTx,random,16,16.0
799,edward98,123456,weak,6,0.30102999566398114
800,christina77,Mountain-River-Sky-92,strong,21,14.635330912608127
801,riverachristina,Bhutan@123,medium,10,8.153364183393595
802,lisa79,=7mEe*Hy%.{Gd?\x,random,16,16.0
803,foxbrianna,CyberDefense#2026,strong,17,12.72541311582026
804,hickscharles,football2025,weak,12,5.352825441221973
805,lauren38,Mountain-River-Sky-92,strong,21,14.635330912608127
806,phillip87,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
807,david65,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
808,tskinner,Denyel2005!,medium,11,9.531478917042254
809,thomasdonald,123456,weak,6,0.30102999566398114
810,edwardhale,correct-horse-battery-staple,passphrase,28,20.330032012866745
811,yharrison,"HCYrhbCJ25SZ,mO-",random,16,16.0
812,vlowe,Denyel2005!,medium,11,9.531478917042254
813,andrewgordon,password,weak,8,0.47712125471966244
814,kbrown,password,weak,8,0.47712125471966244
815,drosario,W(uy&32ek*D\`Wr6,random,16,16.0
816,wbray,MczPEr`zsp{qBvs<,random,16,16.0
817,nathanielwelch,Coffee#99,medium,9,5.7795964912578235
818,bakerdana,qbZ_v`jmrJ1|/i6Y,random,16,16.0
819,palmerdonna,123456,weak,6,0.30102999566398114
820,james86,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
821,matthewchavez,PurpleTiger!482,strong,15,9.839100782707153
822,williamsonamanda,Bhutan@123,medium,10,8.153364183393595
823,alexandrialee,Mountain-River-Sky-92,strong,21,14.635330912608127
824,mariastokes,Summer2026!,medium,11,7.441066406639263
825,allenteresa,Mountain-River-Sky-92,strong,21,14.635330912608127
826,zlyons,Mountain-River-Sky-92,strong,21,14.635330912608127
827,christine72,2?\'0B^MveBV~=tt,random,16,16.0
828,johnsoncristina,Denyel2005!,medium,11,9.531478917042254
829,adam21,password,weak,8,0.47712125471966244
830,jacksonmichael,password123,weak,11,2.775246259740236
831,moniquestewart,"%4$H""4}=RV&3Pk?Y",random,16,16.0
832,tonimcgrath,correct-horse-battery-staple,passphrase,28,20.330032012866745
833,david55,j81ll7@YgV>KM0#$,random,16,15.609124658388467
834,colin66,Denyel2005!,medium,11,9.531478917042254
835,bmyers,123456,weak,6,0.30102999566398114
836,thomas16,"G|K]7]O&O,?n:9K{",random,16,16.0
837,teresa53,z9}Njvn44XQ+{TkK,random,16,16.0
838,gallagheraaron,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
839,uglenn,football2025,weak,12,5.352825441221973
840,boyletaylor,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
841,stoneshane,g?VfHX{:^$zHKo|L,random,16,16.0
842,alynch,PurpleTiger!482,strong,15,9.839100782707153
843,fowlerjames,Denyel2005!,medium,11,9.531478917042254
844,scottkatelyn,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
845,rebeccawright,CyberDefense#2026,strong,17,12.72541311582026
846,garcialinda,correct-horse-battery-staple,passphrase,28,20.330032012866745
847,lindsay73,=(5&k~[Ai$}KgBe3,random,16,16.0
848,dominguezdavid,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
849,audrey85,PurpleTiger!482,strong,15,9.839100782707153
850,saunderserik,password,weak,8,0.47712125471966244
851,jgallegos,",,AH@9%pVJWb|1kr",random,16,16.0
852,hammondjeffery,the-moon-shines-over-bhutan,passphrase,27,22.93264878214798
853,lisa82,Denyel2005!,medium,11,9.531478917042254
854,millercharles,eEK%Lm?P}o4?'22[,random,16,16.0
855,kalvarez,admin123,weak,8,3.8599784416420206
856,bobby30,qwerty123,weak,9,2.342422680822206
857,respinoza,")ID!kv|,UN(\Og.N",random,16,16.0
858,caseysean,football2025,weak,12,5.352825441221973
859,mikayla38,Summer2026!,medium,11,7.441066406639263
860,edward45,Coffee#99,medium,9,5.7795964912578235
861,jeffrey09,password123,weak,11,2.775246259740236
862,mhernandez,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
863,brooke73,m%u?`lAlHWygW(NR,random,16,16.0
864,russell38,Mountain-River-Sky-92,strong,21,14.635330912608127
865,howellkevin,Mountain-River-Sky-92,strong,21,14.635330912608127
866,colinvargas,Coffee#99,medium,9,5.7795964912578235
867,brewermichelle,password,weak,8,0.47712125471966244
868,yhill,PurpleTiger!482,strong,15,9.839100782707153
869,aharris,password123,weak,11,2.775246259740236
870,williamwood,ZG4%6<'*V.V@k-+-,random,16,16.0
871,antonio44,PurpleTiger!482,strong,15,9.839100782707153
872,bill12,Summer2026!,medium,11,7.441066406639263
873,aallen,Denyel2005!,medium,11,9.531478917042254
874,kmorris,z32wrR4G0MX9}wgy,random,16,16.0
875,paul50,admin123,weak,8,3.8599784416420206
876,richard29,r[dq9DlwB&?_12$r,random,16,16.0
877,jessicaleon,Mountain-River-Sky-92,strong,21,14.635330912608127
878,allen68,password,weak,8,0.47712125471966244
879,brentolson,Coffee#99,medium,9,5.7795964912578235
880,christopher54,Mountain-River-Sky-92,strong,21,14.635330912608127
881,david84,"oqN@=""M_D5G'+a?)",random,16,16.0
882,blackburndavid,123456,weak,6,0.30102999566398114
883,ltorres,football2025,weak,12,5.352825441221973
884,rushkevin,RQT6STk>Iw\#<g//,random,16,16.0
885,jturner,CyberDefense#2026,strong,17,12.72541311582026
886,hornryan,"xiR<.:d;mz*PaT=,",random,16,16.0
887,npierce,"VAvd3vmg>*@(f7"">",random,16,16.0
888,smyers,Denyel2005!,medium,11,9.531478917042254
889,williamssabrina,correct-horse-battery-staple,passphrase,28,20.330032012866745
890,vbailey,_SqT[w|)PG4<J>q3,random,16,16.0
891,josephashley,"PypA[2RjA9o,gX(}",random,16,16.0
892,gtaylor,Coffee#99,medium,9,5.7795964912578235
893,susan72,password123,weak,11,2.775246259740236
894,leah55,admin123,weak,8,3.8599784416420206
895,vjohnson,Mountain-River-Sky-92,strong,21,14.635330912608127
896,hammondtammy,PurpleTiger!482,strong,15,9.839100782707153
897,josebates,5%.SuRIexyqoj8YP,random,16,16.0
898,karlwebb,admin123,weak,8,3.8599784416420206
899,mckenzie64,coffee-mountains-rain-forest,passphrase,28,17.02900042670668
900,johnsonstanley,Coffee#99,medium,9,5.7795964912578235
901,tanya33,.=C\]xvUI2Gd5bd;,random,16,16.0
902,rfarrell,CyberDefense#2026,strong,17,12.72541311582026
